Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitInTime,PitOutTime,TrackStatus,Position,Deleted,season,race,session_type,lap_time_seconds,sector1_seconds,sector2_seconds,sector3_seconds,driver_median_lap,abs_delta_from_median
HUL,Haas F1 Team,4.0,0 days 00:01:37.349000,0 days 00:00:30.901000,0 days 00:00:42.469000,0 days 00:00:23.979000,HARD,3.0,2.0,,,1,20.0,False,2024,Bahrain,R,97.349,30.901,42.469,23.979,96.816,0.5330000000000013
HUL,Haas F1 Team,5.0,0 days 00:01:37.663000,0 days 00:00:30.928000,0 days 00:00:42.706000,0 days 00:00:24.029000,HARD,4.0,2.0,,,1,20.0,False,2024,Bahrain,R,97.663,30.928,42.706,24.029,96.816,0.8469999999999942
HUL,Haas F1 Team,6.0,0 days 00:01:37.896000,0 days 00:00:31.013000,0 days 00:00:42.852000,0 days 00:00:24.031000,HARD,5.0,2.0,,,1,20.0,False,2024,Bahrain,R,97.896,31.013,42.852,24.031,96.816,1.0799999999999983
HUL,Haas F1 Team,7.0,0 days 00:01:37.682000,0 days 00:00:30.976000,0 days 00:00:42.750000,0 days 00:00:23.956000,HARD,6.0,2.0,,,1,20.0,False,2024,Bahrain,R,97.682,30.976,42.75,23.956,96.816,0.8659999999999997
HUL,Haas F1 Team,8.0,0 days 00:01:37.820000,0 days 00:00:31.038000,0 days 00:00:42.737000,0 days 00:00:24.045000,HARD,7.0,2.0,,,1,20.0,False,2024,Bahrain,R,97.82,31.038,42.737,24.045,96.816,1.0039999999999907
HUL,Haas F1 Team,9.0,0 days 00:01:37.883000,0 days 00:00:31.041000,0 days 00:00:42.691000,0 days 00:00:24.151000,HARD,8.0,2.0,,,12,20.0,False,2024,Bahrain,R,97.883,31.041,42.691,24.151,96.816,1.066999999999993
HUL,Haas F1 Team,10.0,0 days 00:01:38.370000,0 days 00:00:31.372000,0 days 00:00:42.839000,0 days 00:00:24.159000,HARD,9.0,2.0,,,21,19.0,False,2024,Bahrain,R,98.37,31.372,42.839,24.159,96.816,1.554000000000002
HUL,Haas F1 Team,11.0,0 days 00:01:37.638000,0 days 00:00:31,0 days 00:00:42.573000,0 days 00:00:24.065000,HARD,10.0,2.0,,,1,19.0,False,2024,Bahrain,R,97.638,31.0,42.573,24.065,96.816,0.8220000000000027
HUL,Haas F1 Team,12.0,0 days 00:01:37.706000,0 days 00:00:30.977000,0 days 00:00:42.629000,0 days 00:00:24.100000,HARD,11.0,2.0,,,1,19.0,False,2024,Bahrain,R,97.706,30.977,42.629,24.1,96.816,0.8900000000000006
HUL,Haas F1 Team,13.0,0 days 00:01:37.801000,0 days 00:00:31.025000,0 days 00:00:42.677000,0 days 00:00:24.099000,HARD,12.0,2.0,,,1,17.0,False,2024,Bahrain,R,97.801,31.025,42.677,24.099,96.816,0.9849999999999994
HUL,Haas F1 Team,14.0,0 days 00:01:37.879000,0 days 00:00:30.998000,0 days 00:00:42.630000,0 days 00:00:24.251000,HARD,13.0,2.0,,,1,17.0,False,2024,Bahrain,R,97.879,30.998,42.63,24.251,96.816,1.0630000000000024
HUL,Haas F1 Team,15.0,0 days 00:01:38.110000,0 days 00:00:31.168000,0 days 00:00:42.609000,0 days 00:00:24.333000,HARD,14.0,2.0,,,1,17.0,False,2024,Bahrain,R,98.11,31.168,42.609,24.333,96.816,1.293999999999997
HUL,Haas F1 Team,16.0,0 days 00:01:37.796000,0 days 00:00:31.184000,0 days 00:00:42.535000,0 days 00:00:24.077000,HARD,15.0,2.0,,,1,17.0,False,2024,Bahrain,R,97.796,31.184,42.535,24.077,96.816,0.980000000000004
HUL,Haas F1 Team,17.0,0 days 00:01:37.891000,0 days 00:00:31.181000,0 days 00:00:42.572000,0 days 00:00:24.138000,HARD,16.0,2.0,,,1,17.0,False,2024,Bahrain,R,97.891,31.181,42.572,24.138,96.816,1.0750000000000028
HUL,Haas F1 Team,18.0,0 days 00:01:38.216000,0 days 00:00:31.050000,0 days 00:00:42.946000,0 days 00:00:24.220000,HARD,17.0,2.0,,,1,17.0,False,2024,Bahrain,R,98.216,31.05,42.946,24.22,96.816,1.3999999999999915
HUL,Haas F1 Team,19.0,0 days 00:01:37.862000,0 days 00:00:31.070000,0 days 00:00:42.542000,0 days 00:00:24.250000,HARD,18.0,2.0,,,1,17.0,False,2024,Bahrain,R,97.862,31.07,42.542,24.25,96.816,1.0459999999999923
HUL,Haas F1 Team,22.0,0 days 00:01:36.858000,0 days 00:00:30.754000,0 days 00:00:42.343000,0 days 00:00:23.761000,HARD,2.0,3.0,,,1,19.0,False,2024,Bahrain,R,96.858,30.754,42.343,23.761,96.816,0.04200000000000159
HUL,Haas F1 Team,23.0,0 days 00:01:36.725000,0 days 00:00:30.667000,0 days 00:00:42.271000,0 days 00:00:23.787000,HARD,3.0,3.0,,,1,19.0,False,2024,Bahrain,R,96.725,30.667,42.271,23.787,96.816,0.09100000000000819
HUL,Haas F1 Team,24.0,0 days 00:01:36.626000,0 days 00:00:30.673000,0 days 00:00:42.224000,0 days 00:00:23.729000,HARD,4.0,3.0,,,1,19.0,False,2024,Bahrain,R,96.626,30.673,42.224,23.729,96.816,0.18999999999999773
HUL,Haas F1 Team,25.0,0 days 00:01:36.652000,0 days 00:00:30.667000,0 days 00:00:42.124000,0 days 00:00:23.861000,HARD,5.0,3.0,,,1,19.0,False,2024,Bahrain,R,96.652,30.667,42.124,23.861,96.816,0.16400000000000148
HUL,Haas F1 Team,26.0,0 days 00:01:36.548000,0 days 00:00:30.619000,0 days 00:00:42.152000,0 days 00:00:23.777000,HARD,6.0,3.0,,,1,19.0,False,2024,Bahrain,R,96.548,30.619,42.152,23.777,96.816,0.2680000000000007
HUL,Haas F1 Team,27.0,0 days 00:01:36.647000,0 days 00:00:30.719000,0 days 00:00:41.983000,0 days 00:00:23.945000,HARD,7.0,3.0,,,1,19.0,False,2024,Bahrain,R,96.647,30.719,41.983,23.945,96.816,0.16899999999999693
HUL,Haas F1 Team,28.0,0 days 00:01:37.254000,0 days 00:00:31.001000,0 days 00:00:42.310000,0 days 00:00:23.943000,HARD,8.0,3.0,,,1,19.0,False,2024,Bahrain,R,97.254,31.001,42.31,23.943,96.816,0.4380000000000024
HUL,Haas F1 Team,29.0,0 days 00:01:36.837000,0 days 00:00:30.844000,0 days 00:00:42.049000,0 days 00:00:23.944000,HARD,9.0,3.0,,,1,19.0,False,2024,Bahrain,R,96.837,30.844,42.049,23.944,96.816,0.021000000000000796
HUL,Haas F1 Team,30.0,0 days 00:01:36.691000,0 days 00:00:30.738000,0 days 00:00:41.973000,0 days 00:00:23.980000,HARD,10.0,3.0,,,1,19.0,False,2024,Bahrain,R,96.691,30.738,41.973,23.98,96.816,0.125
HUL,Haas F1 Team,31.0,0 days 00:01:36.578000,0 days 00:00:30.717000,0 days 00:00:41.966000,0 days 00:00:23.895000,HARD,11.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.578,30.717,41.966,23.895,96.816,0.23799999999999955
HUL,Haas F1 Team,32.0,0 days 00:01:36.935000,0 days 00:00:30.961000,0 days 00:00:41.987000,0 days 00:00:23.987000,HARD,12.0,3.0,,,1,16.0,False,2024,Bahrain,R,96.935,30.961,41.987,23.987,96.816,0.11899999999999977
HUL,Haas F1 Team,33.0,0 days 00:01:36.784000,0 days 00:00:30.819000,0 days 00:00:41.983000,0 days 00:00:23.982000,HARD,13.0,3.0,,,1,15.0,False,2024,Bahrain,R,96.784,30.819,41.983,23.982,96.816,0.031999999999996476
HUL,Haas F1 Team,34.0,0 days 00:01:36.692000,0 days 00:00:30.777000,0 days 00:00:41.947000,0 days 00:00:23.968000,HARD,14.0,3.0,,,1,15.0,False,2024,Bahrain,R,96.692,30.777,41.947,23.968,96.816,0.12400000000000944
HUL,Haas F1 Team,35.0,0 days 00:01:36.959000,0 days 00:00:30.812000,0 days 00:00:42.040000,0 days 00:00:24.107000,HARD,15.0,3.0,,,1,14.0,False,2024,Bahrain,R,96.959,30.812,42.04,24.107,96.816,0.14300000000000068
HUL,Haas F1 Team,36.0,0 days 00:01:36.795000,0 days 00:00:30.860000,0 days 00:00:41.931000,0 days 00:00:24.004000,HARD,16.0,3.0,,,1,13.0,False,2024,Bahrain,R,96.795,30.86,41.931,24.004,96.816,0.021000000000000796
HUL,Haas F1 Team,37.0,0 days 00:01:36.723000,0 days 00:00:30.847000,0 days 00:00:41.940000,0 days 00:00:23.936000,HARD,17.0,3.0,,,1,12.0,False,2024,Bahrain,R,96.723,30.847,41.94,23.936,96.816,0.09300000000000352
HUL,Haas F1 Team,38.0,0 days 00:01:40.083000,0 days 00:00:32.593000,0 days 00:00:42.653000,0 days 00:00:24.837000,HARD,18.0,3.0,,,1,14.0,False,2024,Bahrain,R,100.083,32.593,42.653,24.837,96.816,3.266999999999996
HUL,Haas F1 Team,39.0,0 days 00:01:37.476000,0 days 00:00:30.911000,0 days 00:00:42.495000,0 days 00:00:24.070000,HARD,19.0,3.0,,,1,14.0,False,2024,Bahrain,R,97.476,30.911,42.495,24.07,96.816,0.6599999999999966
HUL,Haas F1 Team,40.0,0 days 00:01:37.088000,0 days 00:00:30.911000,0 days 00:00:42.126000,0 days 00:00:24.051000,HARD,20.0,3.0,,,1,14.0,False,2024,Bahrain,R,97.088,30.911,42.126,24.051,96.816,0.27199999999999136
HUL,Haas F1 Team,43.0,0 days 00:01:35.760000,0 days 00:00:30.369000,0 days 00:00:41.852000,0 days 00:00:23.539000,SOFT,3.0,4.0,,,1,18.0,False,2024,Bahrain,R,95.76,30.369,41.852,23.539,96.816,1.0559999999999974
HUL,Haas F1 Team,44.0,0 days 00:01:35.590000,0 days 00:00:30.232000,0 days 00:00:41.871000,0 days 00:00:23.487000,SOFT,4.0,4.0,,,1,17.0,False,2024,Bahrain,R,95.59,30.232,41.871,23.487,96.816,1.225999999999999
HUL,Haas F1 Team,45.0,0 days 00:01:35.119000,0 days 00:00:30.234000,0 days 00:00:41.321000,0 days 00:00:23.564000,SOFT,5.0,4.0,,,1,17.0,False,2024,Bahrain,R,95.119,30.234,41.321,23.564,96.816,1.6970000000000027
HUL,Haas F1 Team,46.0,0 days 00:01:34.834000,0 days 00:00:30.170000,0 days 00:00:41.145000,0 days 00:00:23.519000,SOFT,6.0,4.0,,,1,17.0,False,2024,Bahrain,R,94.834,30.17,41.145,23.519,96.816,1.9819999999999993
HUL,Haas F1 Team,47.0,0 days 00:01:35.226000,0 days 00:00:30.362000,0 days 00:00:41.251000,0 days 00:00:23.613000,SOFT,7.0,4.0,,,1,17.0,False,2024,Bahrain,R,95.226,30.362,41.251,23.613,96.816,1.5900000000000034
HUL,Haas F1 Team,48.0,0 days 00:01:35.146000,0 days 00:00:30.228000,0 days 00:00:41.355000,0 days 00:00:23.563000,SOFT,8.0,4.0,,,1,17.0,False,2024,Bahrain,R,95.146,30.228,41.355,23.563,96.816,1.6700000000000017
HUL,Haas F1 Team,49.0,0 days 00:01:35.494000,0 days 00:00:30.323000,0 days 00:00:41.489000,0 days 00:00:23.682000,SOFT,9.0,4.0,,,1,17.0,False,2024,Bahrain,R,95.494,30.323,41.489,23.682,96.816,1.3220000000000027
HUL,Haas F1 Team,50.0,0 days 00:01:35.167000,0 days 00:00:30.130000,0 days 00:00:41.402000,0 days 00:00:23.635000,SOFT,10.0,4.0,,,1,16.0,False,2024,Bahrain,R,95.167,30.13,41.402,23.635,96.816,1.649000000000001
HUL,Haas F1 Team,51.0,0 days 00:01:35.529000,0 days 00:00:30.411000,0 days 00:00:41.374000,0 days 00:00:23.744000,SOFT,11.0,4.0,,,1,16.0,False,2024,Bahrain,R,95.529,30.411,41.374,23.744,96.816,1.2870000000000061
HUL,Haas F1 Team,52.0,0 days 00:01:35.921000,0 days 00:00:30.525000,0 days 00:00:41.612000,0 days 00:00:23.784000,SOFT,12.0,4.0,,,1,16.0,False,2024,Bahrain,R,95.921,30.525,41.612,23.784,96.816,0.894999999999996
HUL,Haas F1 Team,53.0,0 days 00:01:35.994000,0 days 00:00:30.629000,0 days 00:00:41.595000,0 days 00:00:23.770000,SOFT,13.0,4.0,,,1,16.0,False,2024,Bahrain,R,95.994,30.629,41.595,23.77,96.816,0.8220000000000027
HUL,Haas F1 Team,54.0,0 days 00:01:35.786000,0 days 00:00:30.557000,0 days 00:00:41.436000,0 days 00:00:23.793000,SOFT,14.0,4.0,,,1,16.0,False,2024,Bahrain,R,95.786,30.557,41.436,23.793,96.816,1.0300000000000011
HUL,Haas F1 Team,55.0,0 days 00:01:35.736000,0 days 00:00:30.629000,0 days 00:00:41.384000,0 days 00:00:23.723000,SOFT,15.0,4.0,,,1,16.0,False,2024,Bahrain,R,95.736,30.629,41.384,23.723,96.816,1.0799999999999983
HUL,Haas F1 Team,56.0,0 days 00:01:35.602000,0 days 00:00:30.546000,0 days 00:00:41.304000,0 days 00:00:23.752000,SOFT,16.0,4.0,,,1,16.0,False,2024,Bahrain,R,95.602,30.546,41.304,23.752,96.816,1.2139999999999986
OCO,Alpine,2.0,0 days 00:01:39.094000,0 days 00:00:32.005000,0 days 00:00:42.719000,0 days 00:00:24.370000,SOFT,2.0,1.0,,,1,16.0,False,2024,Bahrain,R,99.094,32.005,42.719,24.37,97.8725,1.2214999999999918
OCO,Alpine,3.0,0 days 00:01:38.771000,0 days 00:00:31.255000,0 days 00:00:43.007000,0 days 00:00:24.509000,SOFT,3.0,1.0,,,1,16.0,False,2024,Bahrain,R,98.771,31.255,43.007,24.509,97.8725,0.8984999999999985
OCO,Alpine,4.0,0 days 00:01:38.625000,0 days 00:00:31.246000,0 days 00:00:42.915000,0 days 00:00:24.464000,SOFT,4.0,1.0,,,1,16.0,False,2024,Bahrain,R,98.625,31.246,42.915,24.464,97.8725,0.7524999999999977
OCO,Alpine,5.0,0 days 00:01:38.640000,0 days 00:00:31.171000,0 days 00:00:42.891000,0 days 00:00:24.578000,SOFT,5.0,1.0,,,1,16.0,False,2024,Bahrain,R,98.64,31.171,42.891,24.578,97.8725,0.7674999999999983
OCO,Alpine,6.0,0 days 00:01:38.874000,0 days 00:00:31.245000,0 days 00:00:42.978000,0 days 00:00:24.651000,SOFT,6.0,1.0,,,1,16.0,False,2024,Bahrain,R,98.874,31.245,42.978,24.651,97.8725,1.001499999999993
OCO,Alpine,7.0,0 days 00:01:39.152000,0 days 00:00:31.404000,0 days 00:00:43.089000,0 days 00:00:24.659000,SOFT,7.0,1.0,,,1,16.0,False,2024,Bahrain,R,99.152,31.404,43.089,24.659,97.8725,1.2794999999999987
OCO,Alpine,8.0,0 days 00:01:39.422000,0 days 00:00:31.252000,0 days 00:00:43.382000,0 days 00:00:24.788000,SOFT,8.0,1.0,,,1,16.0,False,2024,Bahrain,R,99.422,31.252,43.382,24.788,97.8725,1.5494999999999948
OCO,Alpine,9.0,0 days 00:01:39.312000,0 days 00:00:31.189000,0 days 00:00:43.409000,0 days 00:00:24.714000,SOFT,9.0,1.0,,,1,15.0,False,2024,Bahrain,R,99.312,31.189,43.409,24.714,97.8725,1.4394999999999953
OCO,Alpine,12.0,0 days 00:01:37.599000,0 days 00:00:31.175000,0 days 00:00:42.399000,0 days 00:00:24.025000,HARD,2.0,2.0,,,1,18.0,False,2024,Bahrain,R,97.599,31.175,42.399,24.025,97.8725,0.2734999999999985
OCO,Alpine,13.0,0 days 00:01:37.363000,0 days 00:00:31.319000,0 days 00:00:42.140000,0 days 00:00:23.904000,HARD,3.0,2.0,,,1,16.0,False,2024,Bahrain,R,97.363,31.319,42.14,23.904,97.8725,0.5095000000000027
OCO,Alpine,14.0,0 days 00:01:37.537000,0 days 00:00:31.174000,0 days 00:00:42.329000,0 days 00:00:24.034000,HARD,4.0,2.0,,,1,15.0,False,2024,Bahrain,R,97.537,31.174,42.329,24.034,97.8725,0.33549999999999613
OCO,Alpine,15.0,0 days 00:01:37.843000,0 days 00:00:31.282000,0 days 00:00:42.383000,0 days 00:00:24.178000,HARD,5.0,2.0,,,1,15.0,False,2024,Bahrain,R,97.843,31.282,42.383,24.178,97.8725,0.02949999999999875
OCO,Alpine,16.0,0 days 00:01:37.902000,0 days 00:00:31.350000,0 days 00:00:42.448000,0 days 00:00:24.104000,HARD,6.0,2.0,,,1,14.0,False,2024,Bahrain,R,97.902,31.35,42.448,24.104,97.8725,0.02949999999999875
OCO,Alpine,17.0,0 days 00:01:38.911000,0 days 00:00:31.653000,0 days 00:00:43.083000,0 days 00:00:24.175000,HARD,7.0,2.0,,,1,15.0,False,2024,Bahrain,R,98.911,31.653,43.083,24.175,97.8725,1.038499999999999
OCO,Alpine,18.0,0 days 00:01:38.120000,0 days 00:00:31.120000,0 days 00:00:42.845000,0 days 00:00:24.155000,HARD,8.0,2.0,,,1,15.0,False,2024,Bahrain,R,98.12,31.12,42.845,24.155,97.8725,0.24750000000000227
OCO,Alpine,19.0,0 days 00:01:38.332000,0 days 00:00:31.570000,0 days 00:00:42.478000,0 days 00:00:24.284000,HARD,9.0,2.0,,,1,15.0,False,2024,Bahrain,R,98.332,31.57,42.478,24.284,97.8725,0.45949999999999136
OCO,Alpine,20.0,0 days 00:01:38.185000,0 days 00:00:31.445000,0 days 00:00:42.472000,0 days 00:00:24.268000,HARD,10.0,2.0,,,1,15.0,False,2024,Bahrain,R,98.185,31.445,42.472,24.268,97.8725,0.3125
OCO,Alpine,21.0,0 days 00:01:39.363000,0 days 00:00:31.900000,0 days 00:00:43.094000,0 days 00:00:24.369000,HARD,11.0,2.0,,,1,16.0,False,2024,Bahrain,R,99.363,31.9,43.094,24.369,97.8725,1.4904999999999973
OCO,Alpine,22.0,0 days 00:01:38.655000,0 days 00:00:31.553000,0 days 00:00:42.777000,0 days 00:00:24.325000,HARD,12.0,2.0,,,1,16.0,False,2024,Bahrain,R,98.655,31.553,42.777,24.325,97.8725,0.7824999999999989
OCO,Alpine,23.0,0 days 00:01:38.407000,0 days 00:00:31.490000,0 days 00:00:42.677000,0 days 00:00:24.240000,HARD,13.0,2.0,,,1,16.0,False,2024,Bahrain,R,98.407,31.49,42.677,24.24,97.8725,0.5344999999999942
OCO,Alpine,24.0,0 days 00:01:38.420000,0 days 00:00:31.474000,0 days 00:00:42.691000,0 days 00:00:24.255000,HARD,14.0,2.0,,,1,16.0,False,2024,Bahrain,R,98.42,31.474,42.691,24.255,97.8725,0.5474999999999994
OCO,Alpine,25.0,0 days 00:01:38.494000,0 days 00:00:31.546000,0 days 00:00:42.700000,0 days 00:00:24.248000,HARD,15.0,2.0,,,1,16.0,False,2024,Bahrain,R,98.494,31.546,42.7,24.248,97.8725,0.6214999999999975
OCO,Alpine,26.0,0 days 00:01:38.665000,0 days 00:00:31.521000,0 days 00:00:42.891000,0 days 00:00:24.253000,HARD,16.0,2.0,,,1,16.0,False,2024,Bahrain,R,98.665,31.521,42.891,24.253,97.8725,0.792500000000004
OCO,Alpine,27.0,0 days 00:01:38.549000,0 days 00:00:31.543000,0 days 00:00:42.749000,0 days 00:00:24.257000,HARD,17.0,2.0,,,1,16.0,False,2024,Bahrain,R,98.549,31.543,42.749,24.257,97.8725,0.6765000000000043
OCO,Alpine,28.0,0 days 00:01:38.372000,0 days 00:00:31.492000,0 days 00:00:42.678000,0 days 00:00:24.202000,HARD,18.0,2.0,,,1,15.0,False,2024,Bahrain,R,98.372,31.492,42.678,24.202,97.8725,0.4994999999999976
OCO,Alpine,29.0,0 days 00:01:38.556000,0 days 00:00:31.562000,0 days 00:00:42.663000,0 days 00:00:24.331000,HARD,19.0,2.0,,,1,14.0,False,2024,Bahrain,R,98.556,31.562,42.663,24.331,97.8725,0.6834999999999951
OCO,Alpine,32.0,0 days 00:01:36.887000,0 days 00:00:31.059000,0 days 00:00:41.959000,0 days 00:00:23.869000,HARD,2.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.887,31.059,41.959,23.869,97.8725,0.9855000000000018
OCO,Alpine,33.0,0 days 00:01:36.704000,0 days 00:00:30.989000,0 days 00:00:41.875000,0 days 00:00:23.840000,HARD,3.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.704,30.989,41.875,23.84,97.8725,1.1685000000000088
OCO,Alpine,34.0,0 days 00:01:36.226000,0 days 00:00:30.898000,0 days 00:00:41.549000,0 days 00:00:23.779000,HARD,4.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.226,30.898,41.549,23.779,97.8725,1.6465000000000032
OCO,Alpine,35.0,0 days 00:01:36.354000,0 days 00:00:31.008000,0 days 00:00:41.594000,0 days 00:00:23.752000,HARD,5.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.354,31.008,41.594,23.752,97.8725,1.518500000000003
OCO,Alpine,36.0,0 days 00:01:37.229000,0 days 00:00:31.212000,0 days 00:00:42.148000,0 days 00:00:23.869000,HARD,6.0,3.0,,,1,17.0,False,2024,Bahrain,R,97.229,31.212,42.148,23.869,97.8725,0.6435000000000031
OCO,Alpine,37.0,0 days 00:01:36.580000,0 days 00:00:31.059000,0 days 00:00:41.755000,0 days 00:00:23.766000,HARD,7.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.58,31.059,41.755,23.766,97.8725,1.292500000000004
OCO,Alpine,38.0,0 days 00:01:36.814000,0 days 00:00:31.070000,0 days 00:00:41.869000,0 days 00:00:23.875000,HARD,8.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.814,31.07,41.869,23.875,97.8725,1.0585000000000093
OCO,Alpine,39.0,0 days 00:01:36.552000,0 days 00:00:31.088000,0 days 00:00:41.717000,0 days 00:00:23.747000,HARD,9.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.552,31.088,41.717,23.747,97.8725,1.3204999999999956
OCO,Alpine,40.0,0 days 00:01:36.608000,0 days 00:00:31.053000,0 days 00:00:41.754000,0 days 00:00:23.801000,HARD,10.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.608,31.053,41.754,23.801,97.8725,1.2644999999999982
OCO,Alpine,41.0,0 days 00:01:36.621000,0 days 00:00:31.034000,0 days 00:00:41.826000,0 days 00:00:23.761000,HARD,11.0,3.0,,,1,17.0,False,2024,Bahrain,R,96.621,31.034,41.826,23.761,97.8725,1.2515000000000072
OCO,Alpine,42.0,0 days 00:01:36.592000,0 days 00:00:31.025000,0 days 00:00:41.766000,0 days 00:00:23.801000,HARD,12.0,3.0,,,1,16.0,False,2024,Bahrain,R,96.592,31.025,41.766,23.801,97.8725,1.2805000000000035
OCO,Alpine,43.0,0 days 00:01:36.679000,0 days 00:00:31.035000,0 days 00:00:41.852000,0 days 00:00:23.792000,HARD,13.0,3.0,,,1,16.0,False,2024,Bahrain,R,96.679,31.035,41.852,23.792,97.8725,1.1935000000000002
OCO,Alpine,44.0,0 days 00:01:36.649000,0 days 00:00:31.094000,0 days 00:00:41.772000,0 days 00:00:23.783000,HARD,14.0,3.0,,,1,16.0,False,2024,Bahrain,R,96.649,31.094,41.772,23.783,97.8725,1.2235000000000014
OCO,Alpine,45.0,0 days 00:01:38.049000,0 days 00:00:31.188000,0 days 00:00:43.027000,0 days 00:00:23.834000,HARD,15.0,3.0,,,1,16.0,False,2024,Bahrain,R,98.049,31.188,43.027,23.834,97.8725,0.17650000000000432
OCO,Alpine,46.0,0 days 00:01:36.975000,0 days 00:00:31.151000,0 days 00:00:42.048000,0 days 00:00:23.776000,HARD,16.0,3.0,,,1,16.0,False,2024,Bahrain,R,96.975,31.151,42.048,23.776,97.8725,0.897500000000008
OCO,Alpine,47.0,0 days 00:01:36.656000,0 days 00:00:31.026000,0 days 00:00:41.861000,0 days 00:00:23.769000,HARD,17.0,3.0,,,1,16.0,False,2024,Bahrain,R,96.656,31.026,41.861,23.769,97.8725,1.2164999999999964
OCO,Alpine,48.0,0 days 00:01:37.117000,0 days 00:00:31.177000,0 days 00:00:42.045000,0 days 00:00:23.895000,HARD,18.0,3.0,,,1,16.0,False,2024,Bahrain,R,97.117,31.177,42.045,23.895,97.8725,0.7554999999999978
OCO,Alpine,49.0,0 days 00:01:37.726000,0 days 00:00:31.483000,0 days 00:00:42.304000,0 days 00:00:23.939000,HARD,19.0,3.0,,,1,16.0,False,2024,Bahrain,R,97.726,31.483,42.304,23.939,97.8725,0.14650000000000318
OCO,Alpine,50.0,0 days 00:01:37.784000,0 days 00:00:31.552000,0 days 00:00:42.293000,0 days 00:00:23.939000,HARD,20.0,3.0,,,1,17.0,False,2024,Bahrain,R,97.784,31.552,42.293,23.939,97.8725,0.08849999999999625
OCO,Alpine,51.0,0 days 00:01:37.091000,0 days 00:00:31.083000,0 days 00:00:42.138000,0 days 00:00:23.870000,HARD,21.0,3.0,,,1,17.0,False,2024,Bahrain,R,97.091,31.083,42.138,23.87,97.8725,0.7815000000000083
OCO,Alpine,52.0,0 days 00:01:38.631000,0 days 00:00:31.094000,0 days 00:00:42.116000,0 days 00:00:25.421000,HARD,22.0,3.0,,,1,17.0,False,2024,Bahrain,R,98.631,31.094,42.116,25.421,97.8725,0.758499999999998
OCO,Alpine,53.0,0 days 00:01:37.145000,0 days 00:00:31.023000,0 days 00:00:42.181000,0 days 00:00:23.941000,HARD,23.0,3.0,,,1,17.0,False,2024,Bahrain,R,97.145,31.023,42.181,23.941,97.8725,0.7275000000000063
OCO,Alpine,54.0,0 days 00:01:38.707000,0 days 00:00:32.402000,0 days 00:00:42.373000,0 days 00:00:23.932000,HARD,24.0,3.0,,,1,17.0,False,2024,Bahrain,R,98.707,32.402,42.373,23.932,97.8725,0.8344999999999914
OCO,Alpine,55.0,0 days 00:01:37.393000,0 days 00:00:31.146000,0 days 00:00:42.266000,0 days 00:00:23.981000,HARD,25.0,3.0,,,1,17.0,False,2024,Bahrain,R,97.393,31.146,42.266,23.981,97.8725,0.4795000000000016
OCO,Alpine,56.0,0 days 00:01:37.415000,0 days 00:00:31.133000,0 days 00:00:42.224000,0 days 00:00:24.058000,HARD,26.0,3.0,,,1,17.0,False,2024,Bahrain,R,97.415,31.133,42.224,24.058,97.8725,0.457499999999996
GAS,Alpine,2.0,0 days 00:01:39.059000,0 days 00:00:31.860000,0 days 00:00:42.743000,0 days 00:00:24.456000,SOFT,2.0,1.0,,,1,17.0,False,2024,Bahrain,R,99.059,31.86,42.743,24.456,97.702,1.3569999999999993
GAS,Alpine,3.0,0 days 00:01:38.744000,0 days 00:00:31.254000,0 days 00:00:42.848000,0 days 00:00:24.642000,SOFT,3.0,1.0,,,1,17.0,False,2024,Bahrain,R,98.744,31.254,42.848,24.642,97.702,1.0420000000000016
GAS,Alpine,4.0,0 days 00:01:38.503000,0 days 00:00:31.305000,0 days 00:00:42.705000,0 days 00:00:24.493000,SOFT,4.0,1.0,,,1,17.0,False,2024,Bahrain,R,98.503,31.305,42.705,24.493,97.702,0.8010000000000019
GAS,Alpine,5.0,0 days 00:01:38.664000,0 days 00:00:31.344000,0 days 00:00:42.718000,0 days 00:00:24.602000,SOFT,5.0,1.0,,,1,17.0,False,2024,Bahrain,R,98.664,31.344,42.718,24.602,97.702,0.9620000000000033
GAS,Alpine,6.0,0 days 00:01:39.099000,0 days 00:00:31.457000,0 days 00:00:42.995000,0 days 00:00:24.647000,SOFT,6.0,1.0,,,1,17.0,False,2024,Bahrain,R,99.099,31.457,42.995,24.647,97.702,1.3970000000000056
GAS,Alpine,7.0,0 days 00:01:39.078000,0 days 00:00:31.353000,0 days 00:00:43.110000,0 days 00:00:24.615000,SOFT,7.0,1.0,,,1,17.0,False,2024,Bahrain,R,99.078,31.353,43.11,24.615,97.702,1.3760000000000048
GAS,Alpine,8.0,0 days 00:01:39.287000,0 days 00:00:31.210000,0 days 00:00:43.311000,0 days 00:00:24.766000,SOFT,8.0,1.0,,,1,17.0,False,2024,Bahrain,R,99.287,31.21,43.311,24.766,97.702,1.585000000000008
